"mOTU"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"mOTU_full"
"ref_mOTU_v25_00093"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Kluyvera"	"Kluyvera intermedia"	"ref_mOTU_v25_00093"
"ref_mOTU_v25_00094"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Enterobacteriaceae gen. incertae sedis"	"Enterobacteriaceae bacterium strain FGI 57"	"ref_mOTU_v25_00094"
"ref_mOTU_v25_00095"	"Bacteria"	"Proteobacteria"	"Proteobacteria class [Gammaproteobacteria/Alphaproteobacteria]"	"Proteobacteria order [Rhodospirillales/Enterobacterales]"	"Proteobacteria fam. [Acetobacteraceae/Enterobacteriaceae]"	"Proteobacteria gen. [Komagataeibacter/Escherichia/Klebsiella/Shigella]"	"Proteobacteria sp. [Escherichia sp. KTE114/Escherichia sp. KTE11/Escherichia sp. KTE31/Escherichia sp. KTE52/Escherichia sp. KTE96/Escherichia sp. KTE159/Escherichia marmotae/Shigella sp. SF-2015/Achromobacter sp. ATCC35328/Shigella sp. PAMC 28760/Escherichia albertii/Komagataeibacter hansenii/Escherichia sp. 1_1_43/Escherichia sp. 4_1_40B/Escherichia coli/Escherichia fergusonii/Klebsiella oxytoca/Shigella boydii/Shigella dysenteriae/Shigella flexneri/Shigella sonnei/Escherichia sp. B1147/Escherichia sp. TW09308/Escherichia sp. TW11588]"	"ref_mOTU_v25_00095"
"ref_mOTU_v25_00096"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Enterobacteriaceae gen. [Citrobacter/Enterobacter/Escherichia/Salmonella]"	"Enterobacteriaceae sp. [Citrobacter sp. KTE30/Citrobacter sp. KTE151/Citrobacter sp. KTE32/Citrobacter sp. A1/Citrobacter sp. L17/Citrobacter youngae/Citrobacter pasteurii/Citrobacter sp. A316/Citrobacter portucalensis/Enterobacter sp. GN02600/Citrobacter sp. MGH99/Citrobacter sp. MGH100/Citrobacter sp. MGH103/Citrobacter sp. MGH104/Citrobacter sp. MGH105/Citrobacter sp. MGH109/Citrobacter sp. MGH110/Citrobacter sp. BIDMC107/Citrobacter sp. BIDMC108/Citrobacter sp. FDAARGOS_156/Citrobacter sp. AATXR/Citrobacter sp. AATXQ/Citrobacter sp. CFSAN044567/Salmonella enterica/Citrobacter amalonaticus/Citrobacter freundii/Enterobacter cloacae/Escherichia coli/Citrobacter braakii/Citrobacter werkmanii]"	"ref_mOTU_v25_00096"
"ref_mOTU_v25_00097"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Citrobacter"	"Citrobacter sp. MGH106"	"ref_mOTU_v25_00097"
"ref_mOTU_v25_00098"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Salmonella"	"Salmonella bongori"	"ref_mOTU_v25_00098"
"ref_mOTU_v25_00099"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Salmonella"	"Salmonella enterica/bongori"	"ref_mOTU_v25_00099"
"ref_mOTU_v25_00100"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Citrobacter"	"Citrobacter rodentium"	"ref_mOTU_v25_00100"
"ref_mOTU_v25_00101"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Citrobacter"	"Citrobacter sedlakii [Citrobacter sp. 50677481/Citrobacter sedlakii]"	"ref_mOTU_v25_00101"
"ref_mOTU_v25_00102"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Citrobacter"	"Citrobacter koseri [Salmonella sp. HMSC13B08/Citrobacter koseri]"	"ref_mOTU_v25_00102"
"ref_mOTU_v25_00103"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order [Vibrionales/Enterobacterales]"	"Gammaproteobacteria fam. [Enterobacteriaceae/Vibrionaceae]"	"Gammaproteobacteria gen. [Citrobacter/Vibrio]"	"Gammaproteobacteria sp. [Citrobacter sp. MGH 55/Citrobacter sp. JT3/Citrobacter sp. CtB7.12/Citrobacter sp. NLAE-zl-C269/Citrobacter amalonaticus/Vibrio parahaemolyticus/Citrobacter farmeri]"	"ref_mOTU_v25_00103"
"ref_mOTU_v25_00104"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella sp. RIT-PI-d"	"ref_mOTU_v25_00104"
"ref_mOTU_v25_00105"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria class incertae sedis"	"Synechococcales"	"Prochlorotrichaceae"	"Prochlorothrix"	"Prochlorothrix hollandica"	"ref_mOTU_v25_00105"
"ref_mOTU_v25_00106"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas fluorescens/lundensis [Pseudomonas sp. BS-2016/Pseudomonas fluorescens/Pseudomonas lundensis]"	"ref_mOTU_v25_00106"
"ref_mOTU_v25_00107"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas helleri"	"ref_mOTU_v25_00107"
"ref_mOTU_v25_00108"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas psychrophila"	"ref_mOTU_v25_00108"
"ref_mOTU_v25_00109"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas endophytica"	"ref_mOTU_v25_00109"
"ref_mOTU_v25_00110"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas taetrolens"	"ref_mOTU_v25_00110"
"ref_mOTU_v25_00111"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order [Pasteurellales/Pseudomonadales]"	"Gammaproteobacteria fam. [Pseudomonadaceae/Pasteurellaceae]"	"Gammaproteobacteria gen. [Testudinibacter/Pseudomonas]"	"Gammaproteobacteria sp. [Testudinibacter aquarius/Pseudomonas weihenstephanensis/Pseudomonas sp. TAA207/Pseudomonas sp. TAD18]"	"ref_mOTU_v25_00111"
"ref_mOTU_v25_00112"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas versuta/fragi [Pseudomonas sp. Lz4W/Pseudomonas versuta/Pseudomonas fragi]"	"ref_mOTU_v25_00112"
"ref_mOTU_v25_00113"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas fragi"	"ref_mOTU_v25_00113"
"ref_mOTU_v25_00114"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas psychrophila/deceptionensis"	"ref_mOTU_v25_00114"
"ref_mOTU_v25_00115"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas agarici"	"ref_mOTU_v25_00115"
"ref_mOTU_v25_00116"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas gingeri"	"ref_mOTU_v25_00116"
"ref_mOTU_v25_00117"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas fuscovaginae/asplenii"	"ref_mOTU_v25_00117"
"ref_mOTU_v25_00118"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas fuscovaginae"	"ref_mOTU_v25_00118"
"ref_mOTU_v25_00119"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas batumici"	"ref_mOTU_v25_00119"
"ref_mOTU_v25_00120"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. [Pseudomonas sp. MF4836/Pseudomonas sp. CF161]"	"ref_mOTU_v25_00120"
"ref_mOTU_v25_00121"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas mucidolens"	"ref_mOTU_v25_00121"
"ref_mOTU_v25_00122"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. [Pseudomonas sp. FH4/Pseudomonas brenneri/Pseudomonas sp. 25 R 14/Pseudomonas sp. 06C 126/Pseudomonas proteolytica/Pseudomonas fluorescens/Pseudomonas gessardii]"	"ref_mOTU_v25_00122"
"ref_mOTU_v25_00123"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas fluorescens/yamanorum [Pseudomonas sp. PAMC 25886/Pseudomonas sp. Ag1/Pseudomonas sp. PAMC 26793/Pseudomonas sp. ATCC PTA-122608/Pseudomonas fluorescens/Pseudomonas yamanorum]"	"ref_mOTU_v25_00123"
"ref_mOTU_v25_00124"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. KG01"	"ref_mOTU_v25_00124"
"ref_mOTU_v25_00125"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas fluorescens/rhodesiae [Pseudomonas sp. ARP3/Pseudomonas fluorescens/Pseudomonas rhodesiae]"	"ref_mOTU_v25_00125"
"ref_mOTU_v25_00126"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. [Pseudomonas sp. 25 E 4/Pseudomonas trivialis/Pseudomonas poae/Pseudomonas fluorescens]"	"ref_mOTU_v25_00126"
"ref_mOTU_v25_00127"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas palleroniana/fluorescens"	"ref_mOTU_v25_00127"
"ref_mOTU_v25_00128"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas cedrina/orientalis [Pseudomonas sp. 24 E 13/Pseudomonas sp. 28 E 9/Pseudomonas sp. 31 R 17/Pseudomonas sp. 34 E 7/Pseudomonas sp. 37 R 15/Pseudomonas sp. 44 R 15/Pseudomonas cedrina/Pseudomonas orientalis]"	"ref_mOTU_v25_00128"
"ref_mOTU_v25_00129"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. [Pseudomonas sp. AP19/Pseudomonas costantinii/Pseudomonas sp. Leaf15/Pseudomonas sp. 58 R 3/Pseudomonas salomonii/Pseudomonas antarctica/Pseudomonas fluorescens/Pseudomonas putida/Pseudomonas simiae]"	"ref_mOTU_v25_00129"
"ref_mOTU_v25_00130"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas marginalis"	"ref_mOTU_v25_00130"
"ref_mOTU_v25_00131"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. [Pseudomonas sp. MIACH/Pseudomonas sp. LAMO17WK12:I2/Pseudomonas sp. LAMO17WK12:I1/Pseudomonas grimontii/Pseudomonas sp. TKP/Pseudomonas sp. NFACC25/Pseudomonas sp. NFACC42-2/Pseudomonas sp. 1 R 17/Pseudomonas sp. 8 R 14/Pseudomonas sp. S3E12/Pseudomonas sp. PDC86/Pseudomonas fluorescens/Pseudomonas marginalis/Pseudomonas panacis/Pseudomonas extremaustralis/Pseudomonas veronii]"	"ref_mOTU_v25_00131"
"ref_mOTU_v25_00132"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas fluorescens [Pseudomonas sp. 31 E 5/Pseudomonas sp. 31 E 6/Pseudomonas fluorescens]"	"ref_mOTU_v25_00132"
"ref_mOTU_v25_00133"	"Bacteria"	"Proteobacteria"	"Proteobacteria class [Gammaproteobacteria/Betaproteobacteria]"	"Proteobacteria order [Pseudomonadales/Burkholderiales]"	"Proteobacteria fam. [Burkholderiaceae/Pseudomonadaceae]"	"Proteobacteria gen. [Paraburkholderia/Pseudomonas]"	"Proteobacteria sp. [Pseudomonas sp. R81/Pseudomonas sp. CBZ-4/Pseudomonas sp. ICMP 19500/Pseudomonas sp. FH1/Paraburkholderia insulsa/Pseudomonas sp. CHM02/Pseudomonas sp. WCS374/Pseudomonas sp. BRG-100/Pseudomonas sp. AP42/Pseudomonas sp. NFPP11/Pseudomonas sp. NFPP04/Pseudomonas sp. NFPP02/Pseudomonas sp. NFPP24/Pseudomonas sp. NFR02/Pseudomonas sp. NFPP28/Pseudomonas sp. NFR09/Pseudomonas paralactis/Pseudomonas lactis/Pseudomonas sp. NBRC 111137/Pseudomonas sp. NBRC 111138/Pseudomonas extremorientalis/Pseudomonas sp. Root569/Pseudomonas sp. Root9/Pseudomonas sp. BTN1/Pseudomonas sp. bs2935/Pseudomonadales bacterium RIFCSPLOWO2_12_FULL_59_450/Pseudomonadales bacterium RIFCSPLOWO2_12_60_38/Pseudomonas sp. 24 E 1/Pseudomonas sp. 24 R 17/Pseudomonas sp. 35 E 8/Pseudomonas sp. 52 E 6/Pseudomonas sp. 58 R 12/Pseudomonas sp. S1E40/Pseudomonas sp. OV546/Pseudomonas sp. FSL W5-0203/Pseudomonas sp. MF6394/Pseudomonas trivialis/Pseudomonas fluorescens/Pseudomonas tolaasii/Pseudomonas marginalis/Pseudomonas simiae/Pseudomonas sp. Eur1 9.41/Pseudomonas azotoformans/Pseudomonas synxantha/Pseudomonas libanensis/Pseudomonas sp. CF150/Pseudomonas sp. CFT9/Pseudomonas canadensis]"	"ref_mOTU_v25_00133"
"ref_mOTU_v25_00134"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. RIT357"	"ref_mOTU_v25_00134"
"ref_mOTU_v25_00135"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. [Pseudomonas sp. CMAA1215/Pseudomonas sp. R26(2017)/Pseudomonas sp. B6(2017)/Pseudomonas sp. CMR5c]"	"ref_mOTU_v25_00135"
"ref_mOTU_v25_00136"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. BIOMIG1N"	"ref_mOTU_v25_00136"
"ref_mOTU_v25_00137"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. [Pseudomonas sp. Os17/Pseudomonas sp. St29/Pseudomonas sp. NFPP16/Pseudomonas sp. NFPP15/Pseudomonas sp. NFPP14/Pseudomonas sp. NFPP13/Pseudomonas sp. NFPP12/Pseudomonas sp. NFPP10/Pseudomonas sp. NFPP09/Pseudomonas sp. NFPP08/Pseudomonas sp. NFPP05/Pseudomonas sp. NFPP19/Pseudomonas sp. NFPP18/Pseudomonas sp. NFPP17/Pseudomonas sp. NFPP25/Pseudomonas fluorescens/Pseudomonas protegens/Pseudomonas saponiphila]"	"ref_mOTU_v25_00137"
"ref_mOTU_v25_00138"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. PH1b"	"ref_mOTU_v25_00138"
"ref_mOTU_v25_00139"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas chlororaphis [Pseudomonas sp. MRSN12121/Pseudomonas chlororaphis]"	"ref_mOTU_v25_00139"
"ref_mOTU_v25_00140"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas chlororaphis [Pseudomonas sp. GM17/Pseudomonas sp. NFIX51/Pseudomonas sp. NFACC41-3/Pseudomonas sp. NFPP07/Pseudomonas sp. NFIX28/Pseudomonas chlororaphis]"	"ref_mOTU_v25_00140"
"ref_mOTU_v25_00141"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas chlororaphis"	"ref_mOTU_v25_00141"
"ref_mOTU_v25_00142"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. [Pseudomonas sp. R5(2017)/Pseudomonas sp. R44(2017)/Pseudomonas sp. R29(2017)/Pseudomonas sp. R27(2017)/Pseudomonas sp. R25(2017)/Pseudomonas sp. R21(2017)/Pseudomonas sp. R20(2017)/Pseudomonas sp. R19(2017)/Pseudomonas sp. R16(2017)/Pseudomonas sp. R12(2017)/Pseudomonas sp. B7(2017)/Pseudomonas sp. B3(2017)/Pseudomonas sp. B35(2017)/Pseudomonas sp. B2(2017)/Pseudomonas sp. B11(2017)]"	"ref_mOTU_v25_00142"
"ref_mOTU_v25_00144"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. [Pseudomonas sp. NFACC32-1/Pseudomonas sp. NFACC47-1/Pseudomonas sp. NFACC43/Pseudomonas sp. NFACC49-2/Pseudomonas sp. NFACC09-4/Pseudomonas sp. 7SR1]"	"ref_mOTU_v25_00144"
"ref_mOTU_v25_00145"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. Pf153"	"ref_mOTU_v25_00145"
"ref_mOTU_v25_00146"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. [Pseudomonas frederiksbergensis/Pseudomonas sp. URIL14HWK12:I7/Pseudomonas kilonensis/Pseudomonas sp. NFACC16-2/Pseudomonas sp. NFACC24-1/Pseudomonas sp. NFACC23-1/Pseudomonas sp. NFACC17-2/Pseudomonas sp. NFACC39-1/Pseudomonas sp. NFACC37-1/Pseudomonas sp. NFACC46-3/Pseudomonas sp. NFACC45/Pseudomonas sp. NFACC44-2/Pseudomonas sp. NFACC56-3/Pseudomonas sp. NFACC54/Pseudomonas sp. NFACC52/Pseudomonas sp. NFACC51/Pseudomonas sp. NFACC48-1/Pseudomonas sp. NFIX10/Pseudomonas sp. NFACC08-1/Pseudomonas sp. NFACC07-1/Pseudomonas sp. NFACC06-1/Pseudomonas sp. NFACC05-1/Pseudomonas sp. NFACC04-2/Pseudomonas sp. NFACC15-1/Pseudomonas sp. NFACC14/Pseudomonas sp. NFACC13-1/Pseudomonas sp. Root401/Pseudomonas sp. Q12-87/Pseudomonas sp. A214/Pseudomonas sp. A25(2017)/Pseudomonas sp. Ep R1/Pseudomonas fluorescens/Pseudomonas thivervalensis/Pseudomonas sp. CFII68/Pseudomonas brassicacearum]"	"ref_mOTU_v25_00146"
"ref_mOTU_v25_00147"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas chlororaphis [Pseudomonas sp. P97.38/Pseudomonas chlororaphis]"	"ref_mOTU_v25_00147"
"ref_mOTU_v25_00148"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas mediterranea/corrugata"	"ref_mOTU_v25_00148"
"ref_mOTU_v25_00149"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. [Pseudomonas sp. ok272/Pseudomonas sp. ok602]"	"ref_mOTU_v25_00149"
"ref_mOTU_v25_00150"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. [Pseudomonas sp. GM78/Pseudomonas sp. G5(2012)/Pseudomonas sp. Root562/Pseudomonas umsongensis/Pseudomonas fluorescens/Pseudomonas putida/Pseudomonas reinekei]"	"ref_mOTU_v25_00150"
"ref_mOTU_v25_00151"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. Leaf48"	"ref_mOTU_v25_00151"
"ref_mOTU_v25_00152"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas moorei/mohnii [Pseudomonas sp. 11/12A/Pseudomonas moorei/Pseudomonas mohnii]"	"ref_mOTU_v25_00152"
"ref_mOTU_v25_00153"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. KK4"	"ref_mOTU_v25_00153"
"ref_mOTU_v25_00154"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas fluorescens/jessenii [Pseudomonas sp. GM33/Pseudomonas sp. GM48/Pseudomonas sp. GM55/Pseudomonas sp. GM74/Pseudomonas sp. UW4/Pseudomonas sp. Root68/Pseudomonas sp. Root71/Pseudomonas sp. B28(2017)/Pseudomonas fluorescens/Pseudomonas jessenii]"	"ref_mOTU_v25_00154"
"ref_mOTU_v25_00155"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. R37(2017)"	"ref_mOTU_v25_00155"
"ref_mOTU_v25_00156"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas vancouverensis"	"ref_mOTU_v25_00156"
"ref_mOTU_v25_00157"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. P1.8"	"ref_mOTU_v25_00157"
"ref_mOTU_v25_00158"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas frederiksbergensis/fluorescens"	"ref_mOTU_v25_00158"
"ref_mOTU_v25_00159"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. Ant30-3"	"ref_mOTU_v25_00159"
"ref_mOTU_v25_00160"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. ES3-33"	"ref_mOTU_v25_00160"
"ref_mOTU_v25_00161"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas umsongensis/mandelii [Pseudomonas sp. GM18/Pseudomonas sp. 35MFCvi1.1/Pseudomonas sp. 45MFCol3.1/Pseudomonas sp. GR 6-02/Pseudomonas umsongensis/Pseudomonas mandelii]"	"ref_mOTU_v25_00161"
"ref_mOTU_v25_00162"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas silesiensis [Pseudomonas silesiensis/Pseudomonas sp. VI4.1]"	"ref_mOTU_v25_00162"
"ref_mOTU_v25_00163"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas fluorescens/migulae [Pseudomonas sp. GM60/Pseudomonas sp. GM67/Pseudomonas fluorescens/Pseudomonas migulae]"	"ref_mOTU_v25_00163"
"ref_mOTU_v25_00164"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. [Pseudomonas frederiksbergensis/Pseudomonas sp. GM102/Pseudomonas sp. GM21/Pseudomonas sp. GM50/Pseudomonas sp. GM79/Pseudomonas sp. GM41(2012)/Pseudomonas sp. URMO17WK12:I12/Pseudomonas sp. URMO17WK12:I11/Pseudomonas sp. C9/Pseudomonas sp. QTF5/Pseudomonas lini/Pseudomonas sp. RIT-PI-q/Pseudomonas sp. 655/Pseudomonas sp. Root329/Pseudomonas sp. FSL W5-0299/Pseudomonas fluorescens/Pseudomonas syringae/Pseudomonas sp. In5/Pseudomonas arsenicoxydans/Pseudomonas mandelii]"	"ref_mOTU_v25_00164"
"ref_mOTU_v25_00165"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas prosekii"	"ref_mOTU_v25_00165"
"ref_mOTU_v25_00166"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas fluorescens"	"ref_mOTU_v25_00166"
"ref_mOTU_v25_00167"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas sp. [Pseudomonas sp. GM16/Pseudomonas sp. GM80/Pseudomonas sp. P1.31/Pseudomonas sp. RIT-PI-r/Pseudomonas sp. ok266/Pseudomonas koreensis/Pseudomonas fluorescens/Pseudomonas chlororaphis]"	"ref_mOTU_v25_00167"
"ref_mOTU_v25_00168"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas koreensis/fluorescens [Pseudomonas sp. GM30/Pseudomonas sp. URIL14HWK12:I6/Pseudomonas sp. H1h/Pseudomonas sp. RIT288/Pseudomonas koreensis/Pseudomonas fluorescens/Pseudomonas sp. W15Feb9B]"	"ref_mOTU_v25_00168"
